Region,Population,Year,Age
Central Otago district,300,2001,80-84 Years
Queenstown-Lakes district,190,2001,80-84 Years
Dunedin city,2280,2001,80-84 Years
Clutha district,260,2001,80-84 Years
Southland district,350,2001,80-84 Years
Gore district,270,2001,80-84 Years
Invercargill city,1010,2001,80-84 Years
Area outside territorial authority,0,2001,80-84 Years
"Total, New Zealand by territorial authority/SA2",74180,2006,80-84 Years
Far North district,880,2006,80-84 Years
Whangarei district,1640,2006,80-84 Years
Kaipara district,350,2006,80-84 Years
Auckland,18870,2006,80-84 Years
Rodney local board area,740,2006,80-84 Years
Hibiscus and Bays local board area,1860,2006,80-84 Years
Upper Harbour local board area,630,2006,80-84 Years
Kaipatiki local board area,1100,2006,80-84 Years
Devonport-Takapuna local board area,1270,2006,80-84 Years
Henderson-Massey local board area,1300,2006,80-84 Years
Waitakere Ranges local board area,430,2006,80-84 Years
Aotea/Great Barrier local board area,15,2006,80-84 Years
Waiheke local board area,140,2006,80-84 Years
Waitemata local board area,480,2006,80-84 Years
Whau local board area,1270,2006,80-84 Years
Albert-Eden local board area,1150,2006,80-84 Years
Puketapapa local board area,930,2006,80-84 Years
Orakei local board area,1640,2006,80-84 Years
Maungakiekie-Tamaki local board area,900,2006,80-84 Years
Howick local board area,1630,2006,80-84 Years
Mangere-Otahuhu local board area,520,2006,80-84 Years
Otara-Papatoetoe local board area,770,2006,80-84 Years
Manurewa local board area,680,2006,80-84 Years
Papakura local board area,610,2006,80-84 Years
Franklin local board area,800,2006,80-84 Years
Thames-Coromandel district,740,2006,80-84 Years
Hauraki district,410,2006,80-84 Years
Waikato district,730,2006,80-84 Years
Matamata-Piako district,690,2006,80-84 Years
Hamilton city,2020,2006,80-84 Years
Waipa district,920,2006,80-84 Years
Otorohanga district,120,2006,80-84 Years
South Waikato district,320,2006,80-84 Years
Waitomo district,130,2006,80-84 Years
Taupo district,590,2006,80-84 Years
Western Bay of Plenty district,830,2006,80-84 Years
Tauranga city,3030,2006,80-84 Years
Rotorua district,1020,2006,80-84 Years
Whakatane district,570,2006,80-84 Years
Kawerau district,90,2006,80-84 Years
Opotiki district,170,2006,80-84 Years
Gisborne district,740,2006,80-84 Years
Wairoa district,130,2006,80-84 Years
Hastings district,1380,2006,80-84 Years
Napier city,1350,2006,80-84 Years
Central Hawke's Bay district,240,2006,80-84 Years
New Plymouth district,1740,2006,80-84 Years
Stratford district,220,2006,80-84 Years
South Taranaki district,530,2006,80-84 Years
Ruapehu district,190,2006,80-84 Years
Whanganui district,1180,2006,80-84 Years
Rangitikei district,270,2006,80-84 Years
Manawatu district,500,2006,80-84 Years
Palmerston North city,1420,2006,80-84 Years
Tararua district,370,2006,80-84 Years
Horowhenua district,850,2006,80-84 Years
Kapiti Coast district,1800,2006,80-84 Years
Porirua city,430,2006,80-84 Years
Upper Hutt city,760,2006,80-84 Years
Lower Hutt city,1590,2006,80-84 Years
Wellington city,2230,2006,80-84 Years
Masterton district,610,2006,80-84 Years
Carterton district,150,2006,80-84 Years
South Wairarapa district,190,2006,80-84 Years
Tasman district,940,2006,80-84 Years
Nelson city,1070,2006,80-84 Years
Marlborough district,1010,2006,80-84 Years
Kaikoura district,90,2006,80-84 Years
Buller district,210,2006,80-84 Years
Grey district,260,2006,80-84 Years
Westland district,170,2006,80-84 Years
Hurunui district,210,2006,80-84 Years
Waimakariri district,820,2006,80-84 Years
Christchurch city,7950,2006,80-84 Years
Selwyn district,330,2006,80-84 Years
Ashburton district,650,2006,80-84 Years
Timaru district,1270,2006,80-84 Years
Mackenzie district,40,2006,80-84 Years
Waimate district,170,2006,80-84 Years
Chatham Islands territory,5,2006,80-84 Years
Waitaki district,630,2006,80-84 Years
Central Otago district,400,2006,80-84 Years
Queenstown-Lakes district,230,2006,80-84 Years
Dunedin city,2570,2006,80-84 Years
Clutha district,330,2006,80-84 Years
Southland district,400,2006,80-84 Years
Gore district,320,2006,80-84 Years
Invercargill city,1110,2006,80-84 Years
Area outside territorial authority,0,2006,80-84 Years
"Total, New Zealand by territorial authority/SA2",82120,2013,80-84 Years
Far North district,1160,2013,80-84 Years
Whangarei district,1950,2013,80-84 Years
Kaipara district,410,2013,80-84 Years
Auckland,20910,2013,80-84 Years
Rodney local board area,920,2013,80-84 Years
Hibiscus and Bays local board area,2210,2013,80-84 Years
Upper Harbour local board area,750,2013,80-84 Years
Kaipatiki local board area,1100,2013,80-84 Years
Devonport-Takapuna local board area,1200,2013,80-84 Years
Henderson-Massey local board area,1550,2013,80-84 Years
Waitakere Ranges local board area,500,2013,80-84 Years
Aotea/Great Barrier local board area,15,2013,80-84 Years
Waiheke local board area,150,2013,80-84 Years
Waitemata local board area,530,2013,80-84 Years
Whau local board area,1340,2013,80-84 Years
Albert-Eden local board area,1150,2013,80-84 Years
Puketapapa local board area,820,2013,80-84 Years
Orakei local board area,1590,2013,80-84 Years
Maungakiekie-Tamaki local board area,970,2013,80-84 Years
Howick local board area,2050,2013,80-84 Years
Mangere-Otahuhu local board area,620,2013,80-84 Years
Otara-Papatoetoe local board area,740,2013,80-84 Years
Manurewa local board area,890,2013,80-84 Years
Papakura local board area,760,2013,80-84 Years
Franklin local board area,1040,2013,80-84 Years
Thames-Coromandel district,900,2013,80-84 Years
Hauraki district,510,2013,80-84 Years
Waikato district,860,2013,80-84 Years
Matamata-Piako district,910,2013,80-84 Years
Hamilton city,2380,2013,80-84 Years
Waipa district,1050,2013,80-84 Years
Otorohanga district,130,2013,80-84 Years
South Waikato district,460,2013,80-84 Years
Waitomo district,150,2013,80-84 Years
Taupo district,720,2013,80-84 Years
Western Bay of Plenty district,1010,2013,80-84 Years
Tauranga city,3390,2013,80-84 Years
Rotorua district,1180,2013,80-84 Years
Whakatane district,650,2013,80-84 Years
Kawerau district,150,2013,80-84 Years
Opotiki district,190,2013,80-84 Years
Gisborne district,860,2013,80-84 Years
Wairoa district,160,2013,80-84 Years
Hastings district,1510,2013,80-84 Years
Napier city,1520,2013,80-84 Years
Central Hawke's Bay district,290,2013,80-84 Years
New Plymouth district,1830,2013,80-84 Years
Stratford district,230,2013,80-84 Years
South Taranaki district,490,2013,80-84 Years
Ruapehu district,170,2013,80-84 Years
Whanganui district,1220,2013,80-84 Years
Rangitikei district,310,2013,80-84 Years
Manawatu district,560,2013,80-84 Years
Palmerston North city,1550,2013,80-84 Years
Tararua district,410,2013,80-84 Years
Horowhenua district,1000,2013,80-84 Years
Kapiti Coast district,1940,2013,80-84 Years
Porirua city,590,2013,80-84 Years
Upper Hutt city,870,2013,80-84 Years
Lower Hutt city,1690,2013,80-84 Years
Wellington city,2380,2013,80-84 Years
Masterton district,640,2013,80-84 Years
Carterton district,190,2013,80-84 Years
South Wairarapa district,210,2013,80-84 Years
Tasman district,1000,2013,80-84 Years
Nelson city,1140,2013,80-84 Years
Marlborough district,1120,2013,80-84 Years
Kaikoura district,80,2013,80-84 Years
Buller district,250,2013,80-84 Years
Grey district,300,2013,80-84 Years
Westland district,120,2013,80-84 Years
Hurunui district,210,2013,80-84 Years
Waimakariri district,1080,2013,80-84 Years
Christchurch city,7620,2013,80-84 Years
Selwyn district,490,2013,80-84 Years
Ashburton district,800,2013,80-84 Years
Timaru district,1360,2013,80-84 Years
Mackenzie district,80,2013,80-84 Years
Waimate district,210,2013,80-84 Years
Chatham Islands territory,10,2013,80-84 Years
Waitaki district,650,2013,80-84 Years
Central Otago district,460,2013,80-84 Years
Queenstown-Lakes district,350,2013,80-84 Years
Dunedin city,2660,2013,80-84 Years
Clutha district,360,2013,80-84 Years
Southland district,480,2013,80-84 Years
Gore district,360,2013,80-84 Years
Invercargill city,1230,2013,80-84 Years
Area outside territorial authority,0,2013,80-84 Years
"Total, New Zealand by territorial authority/SA2",87340,2018,80-84 Years
Far North district,1320,2018,80-84 Years
Whangarei district,2100,2018,80-84 Years
Kaipara district,520,2018,80-84 Years
Auckland,23030,2018,80-84 Years
Rodney local board area,1140,2018,80-84 Years
Hibiscus and Bays local board area,2410,2018,80-84 Years
Upper Harbour local board area,1010,2018,80-84 Years
Kaipatiki local board area,1270,2018,80-84 Years
Devonport-Takapuna local board area,1200,2018,80-84 Years
Henderson-Massey local board area,1620,2018,80-84 Years
Waitakere Ranges local board area,500,2018,80-84 Years
Aotea/Great Barrier local board area,25,2018,80-84 Years
Waiheke local board area,150,2018,80-84 Years
Waitemata local board area,600,2018,80-84 Years
Whau local board area,1430,2018,80-84 Years
Albert-Eden local board area,1200,2018,80-84 Years
Puketapapa local board area,980,2018,80-84 Years
Orakei local board area,1570,2018,80-84 Years
Maungakiekie-Tamaki local board area,1080,2018,80-84 Years
Howick local board area,2380,2018,80-84 Years
Mangere-Otahuhu local board area,680,2018,80-84 Years
Otara-Papatoetoe local board area,800,2018,80-84 Years
Manurewa local board area,940,2018,80-84 Years
Papakura local board area,740,2018,80-84 Years
Franklin local board area,1290,2018,80-84 Years
Thames-Coromandel district,980,2018,80-84 Years
Hauraki district,560,2018,80-84 Years
Waikato district,950,2018,80-84 Years
Matamata-Piako district,960,2018,80-84 Years
Hamilton city,2350,2018,80-84 Years
Waipa district,1320,2018,80-84 Years
Otorohanga district,160,2018,80-84 Years
South Waikato district,490,2018,80-84 Years
Waitomo district,160,2018,80-84 Years
Taupo district,780,2018,80-84 Years
Western Bay of Plenty district,1240,2018,80-84 Years
Tauranga city,3720,2018,80-84 Years
Rotorua district,1200,2018,80-84 Years
Whakatane district,700,2018,80-84 Years
Kawerau district,160,2018,80-84 Years
Opotiki district,180,2018,80-84 Years
Gisborne district,850,2018,80-84 Years
Wairoa district,160,2018,80-84 Years
Hastings district,1690,2018,80-84 Years
Napier city,1580,2018,80-84 Years
Central Hawke's Bay district,280,2018,80-84 Years
New Plymouth district,1880,2018,80-84 Years
Stratford district,230,2018,80-84 Years
South Taranaki district,520,2018,80-84 Years
Ruapehu district,170,2018,80-84 Years
Whanganui district,1220,2018,80-84 Years
Rangitikei district,350,2018,80-84 Years
Manawatu district,680,2018,80-84 Years
Palmerston North city,1560,2018,80-84 Years
Tararua district,380,2018,80-84 Years
Horowhenua district,1050,2018,80-84 Years
Kapiti Coast district,2030,2018,80-84 Years
Porirua city,650,2018,80-84 Years
Upper Hutt city,890,2018,80-84 Years
Lower Hutt city,1760,2018,80-84 Years
Wellington city,2380,2018,80-84 Years
Masterton district,700,2018,80-84 Years
Carterton district,220,2018,80-84 Years
South Wairarapa district,230,2018,80-84 Years
Tasman district,1220,2018,80-84 Years
Nelson city,1220,2018,80-84 Years
Marlborough district,1190,2018,80-84 Years
Kaikoura district,70,2018,80-84 Years
Buller district,270,2018,80-84 Years
Grey district,300,2018,80-84 Years
Westland district,140,2018,80-84 Years
Hurunui district,280,2018,80-84 Years
Waimakariri district,1350,2018,80-84 Years
Christchurch city,7200,2018,80-84 Years
Selwyn district,630,2018,80-84 Years
Ashburton district,760,2018,80-84 Years
Timaru district,1360,2018,80-84 Years
Mackenzie district,90,2018,80-84 Years
Waimate district,200,2018,80-84 Years
Chatham Islands territory,10,2018,80-84 Years
Waitaki district,610,2018,80-84 Years
Central Otago district,540,2018,80-84 Years
Queenstown-Lakes district,410,2018,80-84 Years
Dunedin city,2610,2018,80-84 Years
Clutha district,350,2018,80-84 Years
Southland district,490,2018,80-84 Years
Gore district,370,2018,80-84 Years
Invercargill city,1320,2018,80-84 Years
Area outside territorial authority,0,2018,80-84 Years
"Total, New Zealand by territorial authority/SA2",111510,2023,80-84 Years
Far North district,1650,2023,80-84 Years
Whangarei district,2870,2023,80-84 Years
Kaipara district,770,2023,80-84 Years
Auckland,29700,2023,80-84 Years
Rodney local board area,1710,2023,80-84 Years
Hibiscus and Bays local board area,3150,2023,80-84 Years
Upper Harbour local board area,1420,2023,80-84 Years
Kaipatiki local board area,1690,2023,80-84 Years
Devonport-Takapuna local board area,1560,2023,80-84 Years
Henderson-Massey local board area,1650,2023,80-84 Years
Waitakere Ranges local board area,700,2023,80-84 Years
Aotea/Great Barrier local board area,30,2023,80-84 Years
Waiheke local board area,260,2023,80-84 Years
Waitemata local board area,1010,2023,80-84 Years
Whau local board area,1480,2023,80-84 Years
Albert-Eden local board area,1530,2023,80-84 Years
Puketapapa local board area,1270,2023,80-84 Years
Orakei local board area,2040,2023,80-84 Years
Maungakiekie-Tamaki local board area,1360,2023,80-84 Years
Howick local board area,3010,2023,80-84 Years
Mangere-Otahuhu local board area,980,2023,80-84 Years
Otara-Papatoetoe local board area,910,2023,80-84 Years
Manurewa local board area,1190,2023,80-84 Years
Papakura local board area,880,2023,80-84 Years
Franklin local board area,1880,2023,80-84 Years
Thames-Coromandel district,1430,2023,80-84 Years
Hauraki district,760,2023,80-84 Years
Waikato district,1380,2023,80-84 Years
Matamata-Piako district,1190,2023,80-84 Years
Hamilton city,2940,2023,80-84 Years
Waipa district,1680,2023,80-84 Years
Otorohanga district,230,2023,80-84 Years
South Waikato district,580,2023,80-84 Years
Waitomo district,220,2023,80-84 Years
Taupo district,1140,2023,80-84 Years
Western Bay of Plenty district,1800,2023,80-84 Years
Tauranga city,4880,2023,80-84 Years
Rotorua district,1510,2023,80-84 Years
Whakatane district,940,2023,80-84 Years
Kawerau district,230,2023,80-84 Years
Opotiki district,210,2023,80-84 Years
Gisborne district,1070,2023,80-84 Years
Wairoa district,180,2023,80-84 Years
Hastings district,2170,2023,80-84 Years
Napier city,1890,2023,80-84 Years
Central Hawke's Bay district,400,2023,80-84 Years
New Plymouth district,2200,2023,80-84 Years
Stratford district,230,2023,80-84 Years
South Taranaki district,650,2023,80-84 Years
Ruapehu district,260,2023,80-84 Years
Whanganui district,1430,2023,80-84 Years
Rangitikei district,430,2023,80-84 Years
Manawatu district,850,2023,80-84 Years
Palmerston North city,1920,2023,80-84 Years
Tararua district,450,2023,80-84 Years
Horowhenua district,1300,2023,80-84 Years
Kapiti Coast district,2390,2023,80-84 Years
Porirua city,1010,2023,80-84 Years
Upper Hutt city,1010,2023,80-84 Years
Lower Hutt city,2240,2023,80-84 Years
Wellington city,2980,2023,80-84 Years
Masterton district,890,2023,80-84 Years
Carterton district,330,2023,80-84 Years
South Wairarapa district,360,2023,80-84 Years
Tasman district,1730,2023,80-84 Years
Nelson city,1580,2023,80-84 Years
Marlborough district,1670,2023,80-84 Years
Kaikoura district,130,2023,80-84 Years
Buller district,320,2023,80-84 Years
Grey district,340,2023,80-84 Years
Westland district,230,2023,80-84 Years
Hurunui district,380,2023,80-84 Years
Waimakariri district,1900,2023,80-84 Years
Christchurch city,8270,2023,80-84 Years
Selwyn district,1040,2023,80-84 Years
Ashburton district,1000,2023,80-84 Years
Timaru district,1530,2023,80-84 Years
Mackenzie district,100,2023,80-84 Years
Waimate district,310,2023,80-84 Years
Chatham Islands territory,15,2023,80-84 Years
Waitaki district,790,2023,80-84 Years
Central Otago district,750,2023,80-84 Years
Queenstown-Lakes district,620,2023,80-84 Years
Dunedin city,3090,2023,80-84 Years
Clutha district,460,2023,80-84 Years
Southland district,650,2023,80-84 Years
Gore district,400,2023,80-84 Years
Invercargill city,1420,2023,80-84 Years
Area outside territorial authority,0,2023,80-84 Years
"Total, New Zealand by territorial authority/SA2",27510,1996,85-89 Years
Far North district,280,1996,85-89 Years
Whangarei district,580,1996,85-89 Years
Kaipara district,110,1996,85-89 Years
Auckland,7480,1996,85-89 Years
Rodney local board area,190,1996,85-89 Years
Hibiscus and Bays local board area,540,1996,85-89 Years
