Region,Population,Year,Age
Tauranga City,1810,2023,90 years and over
Rotorua District,400,2023,90 years and over
Whakatane District,190,2023,90 years and over
Kawerau District,50,2023,90 years and over
Opotiki District,40,2023,90 years and over
Gisborne District,290,2023,90 years and over
Wairoa District,30,2023,90 years and over
Hastings District,600,2023,90 years and over
Napier City,630,2023,90 years and over
Central Hawke's Bay District,120,2023,90 years and over
New Plymouth District,830,2023,90 years and over
Stratford District,100,2023,90 years and over
South Taranaki District,150,2023,90 years and over
Ruapehu District,50,2023,90 years and over
Whanganui District,410,2023,90 years and over
Rangitikei District,90,2023,90 years and over
Manawatu District,270,2023,90 years and over
Palmerston North City,610,2023,90 years and over
Tararua District,160,2023,90 years and over
Horowhenua District,340,2023,90 years and over
Kapiti Coast District,790,2023,90 years and over
Porirua City,230,2023,90 years and over
Upper Hutt City,390,2023,90 years and over
Lower Hutt City,650,2023,90 years and over
Wellington City,1110,2023,90 years and over
Masterton District,300,2023,90 years and over
Carterton District,90,2023,90 years and over
South Wairarapa District,90,2023,90 years and over
Tasman District,510,2023,90 years and over
Nelson City,570,2023,90 years and over
Marlborough District,500,2023,90 years and over
Kaikoura District,30,2023,90 years and over
Buller District,80,2023,90 years and over
Grey District,90,2023,90 years and over
Westland District,50,2023,90 years and over
Hurunui District,100,2023,90 years and over
Waimakariri District,520,2023,90 years and over
Christchurch City,3170,2023,90 years and over
Selwyn District,240,2023,90 years and over
Ashburton District,310,2023,90 years and over
Timaru District,500,2023,90 years and over
Mackenzie District,30,2023,90 years and over
Waimate District,80,2023,90 years and over
Chatham Islands Territory,0,2023,90 years and over
Waitaki District,260,2023,90 years and over
Central Otago District,240,2023,90 years and over
Queenstown-Lakes District,180,2023,90 years and over
Dunedin City,1140,2023,90 years and over
Clutha District,150,2023,90 years and over
Southland District,170,2023,90 years and over
Gore District,150,2023,90 years and over
Invercargill City,480,2023,90 years and over
Far North District,330,2028,90 years and over
Whangarei District,910,2028,90 years and over
Kaipara District,210,2028,90 years and over
Auckland,11900,2028,90 years and over
Thames-Coromandel District,450,2028,90 years and over
Hauraki District,200,2028,90 years and over
Waikato District,440,2028,90 years and over
Matamata-Piako District,420,2028,90 years and over
Hamilton City,990,2028,90 years and over
Waipa District,600,2028,90 years and over
Otorohanga District,70,2028,90 years and over
South Waikato District,150,2028,90 years and over
Waitomo District,50,2028,90 years and over
Taupo District,340,2028,90 years and over
Western Bay of Plenty District,650,2028,90 years and over
Tauranga City,2190,2028,90 years and over
Rotorua District,400,2028,90 years and over
Whakatane District,190,2028,90 years and over
Kawerau District,50,2028,90 years and over
Opotiki District,30,2028,90 years and over
Gisborne District,300,2028,90 years and over
Wairoa District,30,2028,90 years and over
Hastings District,700,2028,90 years and over
Napier City,670,2028,90 years and over
Central Hawke's Bay District,130,2028,90 years and over
New Plymouth District,910,2028,90 years and over
Stratford District,110,2028,90 years and over
South Taranaki District,160,2028,90 years and over
Ruapehu District,50,2028,90 years and over
Whanganui District,410,2028,90 years and over
Rangitikei District,110,2028,90 years and over
Manawatu District,320,2028,90 years and over
Palmerston North City,650,2028,90 years and over
Tararua District,150,2028,90 years and over
Horowhenua District,360,2028,90 years and over
Kapiti Coast District,840,2028,90 years and over
Porirua City,270,2028,90 years and over
Upper Hutt City,410,2028,90 years and over
Lower Hutt City,690,2028,90 years and over
Wellington City,1230,2028,90 years and over
Masterton District,340,2028,90 years and over
Carterton District,110,2028,90 years and over
South Wairarapa District,100,2028,90 years and over
Tasman District,690,2028,90 years and over
Nelson City,650,2028,90 years and over
Marlborough District,570,2028,90 years and over
Kaikoura District,30,2028,90 years and over
Buller District,80,2028,90 years and over
Grey District,100,2028,90 years and over
Westland District,50,2028,90 years and over
Hurunui District,140,2028,90 years and over
Waimakariri District,660,2028,90 years and over
Christchurch City,3190,2028,90 years and over
Selwyn District,370,2028,90 years and over
Ashburton District,310,2028,90 years and over
Timaru District,540,2028,90 years and over
Mackenzie District,40,2028,90 years and over
Waimate District,90,2028,90 years and over
Chatham Islands Territory,0,2028,90 years and over
Waitaki District,260,2028,90 years and over
Central Otago District,300,2028,90 years and over
Queenstown-Lakes District,260,2028,90 years and over
Dunedin City,1200,2028,90 years and over
Clutha District,140,2028,90 years and over
Southland District,200,2028,90 years and over
Gore District,150,2028,90 years and over
Invercargill City,500,2028,90 years and over
Far North District,420,2033,90 years and over
Whangarei District,1220,2033,90 years and over
Kaipara District,320,2033,90 years and over
Auckland,15610,2033,90 years and over
Thames-Coromandel District,640,2033,90 years and over
Hauraki District,270,2033,90 years and over
Waikato District,620,2033,90 years and over
Matamata-Piako District,510,2033,90 years and over
Hamilton City,1200,2033,90 years and over
Waipa District,750,2033,90 years and over
Otorohanga District,90,2033,90 years and over
South Waikato District,170,2033,90 years and over
Waitomo District,60,2033,90 years and over
Taupo District,470,2033,90 years and over
Western Bay of Plenty District,930,2033,90 years and over
Tauranga City,2800,2033,90 years and over
Rotorua District,500,2033,90 years and over
Whakatane District,250,2033,90 years and over
Kawerau District,70,2033,90 years and over
Opotiki District,40,2033,90 years and over
Gisborne District,370,2033,90 years and over
Wairoa District,40,2033,90 years and over
Hastings District,890,2033,90 years and over
Napier City,810,2033,90 years and over
Central Hawke's Bay District,170,2033,90 years and over
New Plymouth District,1060,2033,90 years and over
Stratford District,120,2033,90 years and over
South Taranaki District,210,2033,90 years and over
Ruapehu District,70,2033,90 years and over
Whanganui District,480,2033,90 years and over
Rangitikei District,140,2033,90 years and over
Manawatu District,400,2033,90 years and over
Palmerston North City,800,2033,90 years and over
Tararua District,180,2033,90 years and over
Horowhenua District,440,2033,90 years and over
Kapiti Coast District,980,2033,90 years and over
Porirua City,400,2033,90 years and over
Upper Hutt City,470,2033,90 years and over
Lower Hutt City,850,2033,90 years and over
Wellington City,1520,2033,90 years and over
Masterton District,410,2033,90 years and over
Carterton District,160,2033,90 years and over
South Wairarapa District,150,2033,90 years and over
Tasman District,990,2033,90 years and over
Nelson City,830,2033,90 years and over
Marlborough District,800,2033,90 years and over
Kaikoura District,40,2033,90 years and over
Buller District,90,2033,90 years and over
Grey District,110,2033,90 years and over
Westland District,90,2033,90 years and over
Hurunui District,210,2033,90 years and over
Waimakariri District,900,2033,90 years and over
Christchurch City,3620,2033,90 years and over
Selwyn District,660,2033,90 years and over
Ashburton District,380,2033,90 years and over
Timaru District,630,2033,90 years and over
Mackenzie District,50,2033,90 years and over
Waimate District,140,2033,90 years and over
Chatham Islands Territory,5,2033,90 years and over
Waitaki District,340,2033,90 years and over
Central Otago District,420,2033,90 years and over
Queenstown-Lakes District,400,2033,90 years and over
Dunedin City,1390,2033,90 years and over
Clutha District,180,2033,90 years and over
Southland District,300,2033,90 years and over
Gore District,160,2033,90 years and over
Invercargill City,550,2033,90 years and over
Far North District,630,2038,90 years and over
Whangarei District,1660,2038,90 years and over
Kaipara District,510,2038,90 years and over
Auckland,21080,2038,90 years and over
Thames-Coromandel District,970,2038,90 years and over
Hauraki District,400,2038,90 years and over
Waikato District,920,2038,90 years and over
Matamata-Piako District,610,2038,90 years and over
Hamilton City,1610,2038,90 years and over
Waipa District,980,2038,90 years and over
Otorohanga District,120,2038,90 years and over
South Waikato District,230,2038,90 years and over
Waitomo District,70,2038,90 years and over
Taupo District,680,2038,90 years and over
Western Bay of Plenty District,1330,2038,90 years and over
Tauranga City,3710,2038,90 years and over
Rotorua District,620,2038,90 years and over
Whakatane District,330,2038,90 years and over
Kawerau District,100,2038,90 years and over
Opotiki District,60,2038,90 years and over
Gisborne District,480,2038,90 years and over
Wairoa District,50,2038,90 years and over
Hastings District,1190,2038,90 years and over
Napier City,1090,2038,90 years and over
Central Hawke's Bay District,250,2038,90 years and over
New Plymouth District,1360,2038,90 years and over
Stratford District,150,2038,90 years and over
South Taranaki District,280,2038,90 years and over
Ruapehu District,90,2038,90 years and over
Whanganui District,630,2038,90 years and over
Rangitikei District,200,2038,90 years and over
Manawatu District,540,2038,90 years and over
Palmerston North City,1010,2038,90 years and over
Tararua District,250,2038,90 years and over
Horowhenua District,590,2038,90 years and over
Kapiti Coast District,1280,2038,90 years and over
Porirua City,560,2038,90 years and over
Upper Hutt City,590,2038,90 years and over
Lower Hutt City,1050,2038,90 years and over
Wellington City,2030,2038,90 years and over
Masterton District,520,2038,90 years and over
Carterton District,250,2038,90 years and over
South Wairarapa District,240,2038,90 years and over
Tasman District,1460,2038,90 years and over
Nelson City,1150,2038,90 years and over
Marlborough District,1130,2038,90 years and over
Kaikoura District,60,2038,90 years and over
Buller District,130,2038,90 years and over
Grey District,150,2038,90 years and over
Westland District,130,2038,90 years and over
Hurunui District,320,2038,90 years and over
Waimakariri District,1300,2038,90 years and over
Christchurch City,4450,2038,90 years and over
Selwyn District,1140,2038,90 years and over
Ashburton District,480,2038,90 years and over
Timaru District,780,2038,90 years and over
Mackenzie District,80,2038,90 years and over
Waimate District,180,2038,90 years and over
Chatham Islands Territory,0,2038,90 years and over
Waitaki District,420,2038,90 years and over
Central Otago District,620,2038,90 years and over
Queenstown-Lakes District,640,2038,90 years and over
Dunedin City,1770,2038,90 years and over
Clutha District,240,2038,90 years and over
Southland District,450,2038,90 years and over
Gore District,200,2038,90 years and over
Invercargill City,660,2038,90 years and over
Far North District,870,2043,90 years and over
Whangarei District,2040,2043,90 years and over
Kaipara District,680,2043,90 years and over
Auckland,26500,2043,90 years and over
Thames-Coromandel District,1290,2043,90 years and over
Hauraki District,500,2043,90 years and over
Waikato District,1270,2043,90 years and over
Matamata-Piako District,750,2043,90 years and over
Hamilton City,1940,2043,90 years and over
Waipa District,1150,2043,90 years and over
Otorohanga District,160,2043,90 years and over
South Waikato District,270,2043,90 years and over
Waitomo District,100,2043,90 years and over
Taupo District,880,2043,90 years and over
Western Bay of Plenty District,1670,2043,90 years and over
Tauranga City,4350,2043,90 years and over
Rotorua District,780,2043,90 years and over
Whakatane District,440,2043,90 years and over
Kawerau District,120,2043,90 years and over
Opotiki District,80,2043,90 years and over
Gisborne District,630,2043,90 years and over
Wairoa District,70,2043,90 years and over
Hastings District,1430,2043,90 years and over
Napier City,1330,2043,90 years and over
Central Hawke's Bay District,340,2043,90 years and over
New Plymouth District,1690,2043,90 years and over
Stratford District,200,2043,90 years and over
South Taranaki District,340,2043,90 years and over
Ruapehu District,140,2043,90 years and over
Whanganui District,770,2043,90 years and over
Rangitikei District,240,2043,90 years and over
Manawatu District,660,2043,90 years and over
Palmerston North City,1250,2043,90 years and over
Tararua District,330,2043,90 years and over
Horowhenua District,700,2043,90 years and over
Kapiti Coast District,1410,2043,90 years and over
Porirua City,700,2043,90 years and over
Upper Hutt City,680,2043,90 years and over
Lower Hutt City,1210,2043,90 years and over
Wellington City,2530,2043,90 years and over
Masterton District,640,2043,90 years and over
Carterton District,310,2043,90 years and over
South Wairarapa District,310,2043,90 years and over
Tasman District,1940,2043,90 years and over
Nelson City,1390,2043,90 years and over
Marlborough District,1360,2043,90 years and over
Kaikoura District,80,2043,90 years and over
Buller District,190,2043,90 years and over
Grey District,190,2043,90 years and over
Westland District,150,2043,90 years and over
Hurunui District,410,2043,90 years and over
Waimakariri District,1670,2043,90 years and over
Christchurch City,5300,2043,90 years and over
Selwyn District,1770,2043,90 years and over
Ashburton District,570,2043,90 years and over
Timaru District,970,2043,90 years and over
Mackenzie District,120,2043,90 years and over
Waimate District,200,2043,90 years and over
Chatham Islands Territory,5,2043,90 years and over
Waitaki District,520,2043,90 years and over
Central Otago District,830,2043,90 years and over
Queenstown-Lakes District,890,2043,90 years and over
Dunedin City,2160,2043,90 years and over
Clutha District,290,2043,90 years and over
Southland District,590,2043,90 years and over
Gore District,220,2043,90 years and over
Invercargill City,790,2043,90 years and over
Far North District,1060,2048,90 years and over
Whangarei District,2490,2048,90 years and over
Kaipara District,880,2048,90 years and over
Auckland,33340,2048,90 years and over
Thames-Coromandel District,1440,2048,90 years and over
Hauraki District,630,2048,90 years and over
Waikato District,1690,2048,90 years and over
Matamata-Piako District,900,2048,90 years and over
Hamilton City,2380,2048,90 years and over
Waipa District,1340,2048,90 years and over
Otorohanga District,180,2048,90 years and over
South Waikato District,340,2048,90 years and over
Waitomo District,110,2048,90 years and over
